headline,url
A Snapshot Captures the Awkward Courtship Between Trump and Romney,https://www.nytimes.com/2016/11/30/us/politics/a-snapshot-captures-the-awkward-courtship-between-trump-and-romney.html
Addressing the Trump Conflict Issues,https://www.nytimes.com/2016/12/30/opinion/addressing-the-trump-conflict-issues.html
How to Respond to Russia’s Hacking,https://www.nytimes.com/2016/12/19/opinion/how-to-respond-to-russias-hacking.html
The China Shock and the Trump Shock,https://krugman.blogs.nytimes.com/2016/12/25/the-china-shock-and-the-trump-shock/
Trump Officially Wins Michigan Amid Calls for a Recount,https://www.nytimes.com/2016/11/28/us/donald-trump-officially-wins-michigan.html
The 5 Easiest and 5 Most Difficult Promises for Donald Trump to Keep,https://www.nytimes.com/2016/12/07/us/politics/donald-trump-campaign-promises-president.html
Why I Had to Eat a Bug on CNN,https://www.nytimes.com/2016/11/19/opinion/why-i-had-to-eat-a-bug-on-cnn.html
"Debbie Reynolds, Israel, Jacqueline Sauvage: Your Thursday Briefing",https://www.nytimes.com/2016/12/29/briefing/europe-briefing.html
Predictions for a Trump Presidency,https://www.nytimes.com/2016/12/30/podcasts/predictions-for-a-trump-presidency.html
‘Comfort Woman’ Statue Reinstated Near Japan Consulate in South Korea,https://www.nytimes.com/2016/12/30/world/asia/south-korea-comfort-women-wwii-japan.html
Donald Trump’s Response to Plans for a Recount,https://www.nytimes.com/2016/11/28/opinion/donald-trumps-response-to-plans-for-a-recount.html
"CNN’s Coverage of Trump Was Biased, Presidential Candidates’ Aides Say",https://www.nytimes.com/2016/12/01/business/media/trump-cnns-coverage-biased-presidential-candidates-aides-say.html
Guantánamo Detainee Is Sent to Cape Verde in First Transfer Since Trump Victory,https://www.nytimes.com/2016/12/04/us/politics/guantanamo-detainee-is-sent-to-cape-verde-first-transfer-since-trump-victory.html
"Maine Adopts Ranked-Choice Voting. What Is It, and How Will It Work?",https://www.nytimes.com/2016/12/03/us/maine-ranked-choice-voting.html
What’s on TV Wednesday: ‘Captain America’ and ‘Swan Lake’,https://www.nytimes.com/2016/12/28/arts/television/whats-on-tv-wednesday-captain-america-and-swan-lake.html
"Corrections: December 30, 2016",https://www.nytimes.com/2016/12/30/pageoneplus/corrections-december-30-2016.html
Garbage Trucks Will Help Protect New York for New Year’s Eve,https://www.nytimes.com/2016/12/29/nyregion/new-york-city-new-years-eve-defense-team.html
Trump Revives Defense of Charitable Foundation Amid Inquiry,https://www.nytimes.com/2016/12/27/us/politics/donald-trump-foundation.html
"Russia, Syria, Debbie Reynolds: Your Thursday Evening Briefing",https://www.nytimes.com/2016/12/29/briefing/russia-syria-debbie-reynolds.html
A Threat to Democracy?,https://www.nytimes.com/2016/12/24/opinion/a-threat-to-democracy.html
At Least 20 Reported Dead as Congolese Security Forces Fire on Protesters,https://www.nytimes.com/2016/12/20/world/africa/congo-joseph-kabila-protests.html
Darrell Issa Narrowly Wins Re-election in California,https://www.nytimes.com/2016/11/28/us/politics/darrell-issa-wins-congress-california.html
The Array of Conflicts of Interest Facing the Trump Presidency,https://www.nytimes.com/interactive/2016/12/01/us/politics/trump-conflict-of-interests.html
Count Those Votes! Again!,https://www.nytimes.com/2016/12/01/opinion/count-those-votes-again.html
"20,000 in 2016? Dow Chases Milestone, as Consumer Confidence Data Comes",https://www.nytimes.com/2016/12/25/business/20000-in-2016-dow-chases-milestone-as-consumer-confidence-data-comes.html
South Korea Scraps Park Geun-hye’s Contentious Textbook Policy,https://www.nytimes.com/2016/12/27/world/asia/south-korea-textbook-park-geun-hye.html
"Zac Goldsmith, Prominent ‘Brexit’ Advocate, Loses Election in London",https://www.nytimes.com/2016/12/01/world/europe/britain-parliament-election-sarah-olney-zac-goldsmith.html
Columbia Challenges Vote by Graduate Students to Unionize,https://www.nytimes.com/2016/12/19/nyregion/columbia-challenges-vote-by-graduate-students-to-unionize.html
Get Rid of the Electoral College?,https://www.nytimes.com/2016/12/20/opinion/get-rid-of-the-electoral-college.html
"Donald Trump, Race and Identity Politics",https://www.nytimes.com/2016/12/27/opinion/donald-trump-race-and-identity-politics.html
The Election and the Market Rally,https://www.nytimes.com/2016/11/26/business/the-election-and-the-market-rally.html
How Donald J. Trump Could Promote Long-Term Economic Growth,https://www.nytimes.com/2016/12/27/business/dealbook/how-donald-j-trump-could-promote-long-term-economic-growth.html
Kerry’s Blunt Words for Israel Denounced by Lawmakers in Both Parties,https://www.nytimes.com/2016/12/28/us/politics/john-kerry-israel-democrats-republicans.html
U.S. Statement on Reliability of Election Results,https://www.nytimes.com/2016/11/26/us/politics/us-statement-on-reliability-of-election-results.html
"Challenging the Boss in Public? For Kellyanne Conway, It’s Part of the Job",https://www.nytimes.com/2016/11/28/us/politics/kellyanne-conway-donald-trump.html
"Fidel Castro, Election Recount, Cyber Monday: Your Monday Briefing",https://www.nytimes.com/2016/11/28/briefing/us-briefing-fidel-castro-election-recount-cyber-monday.html
"The Hillary Clinton Selfie as Political Salve, or Weapon",https://www.nytimes.com/2016/12/02/arts/design/the-hillary-clinton-selfie-as-political-salve-or-weapon.html
Threats to Mental Health,https://www.nytimes.com/2016/12/16/opinion/threats-to-mental-health.html
A History of U.S. Foreign Affairs in Which Grandiose Ambitions Trump Realism,https://www.nytimes.com/2016/12/27/books/review/tragedy-of-us-foreign-policy-walter-a-mcdougall.html
House Hunting in ... Aruba,https://www.nytimes.com/2016/12/28/realestate/real-estate-in-aruba.html
The Triumph of Tracy Flick?,https://www.nytimes.com/2016/11/07/opinion/campaign-stops/the-triumph-of-tracy-flick.html
A&E Shelves a K.K.K. Documentary Series Over Cash Payments,https://www.nytimes.com/2016/12/24/arts/television/ku-klux-klan-documentary-canceled-cash-ae-network.html
A Bad Year for New Yorkers. However ...,https://www.nytimes.com/2016/12/30/nyregion/new-york-year-in-review.html
"Trump Gets an Opening from Russia, but the Path Is Risky",https://www.nytimes.com/2016/12/30/us/russia-vladimir-putin-donald-trump.html
Quotation of the Day,https://www.nytimes.com/2016/12/13/todayspaper/quotation-of-the-day.html
Trump and the Art Market: A Feel-Good Factor?,https://www.nytimes.com/2016/12/30/arts/design/trump-and-the-art-market-a-feel-good-factor.html
"Really, You’re Blaming Transgender People for Trump?",https://www.nytimes.com/2016/12/02/opinion/really-youre-blaming-transgender-people-for-trump.html
"California, at Forefront of Climate Fight, Won’t Back Down to Trump",https://www.nytimes.com/2016/12/26/us/california-climate-change-jerry-brown-donald-trump.html
When One Party Has the Governor’s Mansion and the Other Has the Statehouse,https://www.nytimes.com/2016/12/26/us/politics/governor-state-legislature-partisan-split-vetoes.html
Fix Immigration. It’s What Voters Want.,https://www.nytimes.com/2016/12/28/opinion/tom-cotton-fix-immigration-its-what-voters-want.html
"If Donald Trump Targets Journalists, Thank Obama",https://www.nytimes.com/2016/12/30/opinion/sunday/if-donald-trump-targets-journalists-thank-obama.html
Divisions in My Dorm Room,https://www.nytimes.com/2016/11/28/opinion/divisions-in-my-dorm-room.html
Trump to Announce Carrier Plant Will Keep Jobs in U.S.,https://www.nytimes.com/2016/11/29/business/trump-to-announce-carrier-plant-will-keep-jobs-in-us.html
"Russia, Syria, 2017: Your Friday Briefing",https://www.nytimes.com/2016/12/30/briefing/us-briefing-russia-syria-2017.html
New York Today: A New Year Brings a New Subway Line,https://www.nytimes.com/2016/12/30/nyregion/new-years-second-avenue-subway-new-york-today.html
G.O.P. Owes an Apology to Poll Workers,https://www.nytimes.com/2016/12/20/opinion/gop-owes-an-apology-to-poll-workers.html
The Evangelicalism of Old White Men Is Dead,https://www.nytimes.com/2016/11/29/opinion/the-evangelicalism-of-old-white-men-is-dead.html
Donald Trump’s Cabinet Choices Deepen an Age-Old Republican Rift,https://www.nytimes.com/2016/12/01/us/politics/trump-cabinet.html
Romania’s President Rejects First Female Candidate for Prime Minister,https://www.nytimes.com/2016/12/27/world/europe/romania-prime-minister.html
"North Korea’s Nuclear Hopes Have Surged, Defector Says",https://www.nytimes.com/2016/12/27/world/asia/thae-yong-ho-north-korea-defector.html
Senators Reassure Wary Baltic Nations That U.S. Won’t Abandon NATO,https://www.nytimes.com/2016/12/27/world/europe/nato-baltic-states-russia.html
"Shinzo Abe, Obama, Carrie Fisher: Your Tuesday Evening Briefing",https://www.nytimes.com/2016/12/27/briefing/shinzo-abe-obama-carrie-fisher.html
"Russia, Syria, Serena Williams: Your Friday Briefing",https://www.nytimes.com/2016/12/30/briefing/europe-briefing.html
A New Day for Gay Plays?,https://www.nytimes.com/2016/12/27/theater/a-new-day-for-gay-plays.html
"After Uncertain Year, New Administration Portends Shift in Wall Street Scrutiny",https://www.nytimes.com/2016/12/27/business/dealbook/after-uncertain-year-new-administration-portends-shift-in-wall-street-scrutiny.html
Putin Sees a Happy New Year,https://www.nytimes.com/2016/12/26/opinion/putin-sees-a-happy-new-year.html
Tariffs and the Trade Balance (Wonkish) (Updated),https://krugman.blogs.nytimes.com/2016/12/27/tariffs-and-the-trade-balance-wonkish/
"As U.K. Tightens Voting Rules, Critics Say Labour and the Poor Will Suffer",https://www.nytimes.com/2016/12/27/world/europe/uk-voting-rules.html
"In ‘Red’ and ‘Blue’ Israel, Separate Lives and Divergent Narratives",https://www.nytimes.com/2016/12/29/world/middleeast/israel-benjamin-netanyahu-john-kerry-speech.html
"Democrats Had a Knife, and the G.O.P. Had a Gun",https://www.nytimes.com/2016/12/20/opinion/democrats-had-a-knife-and-the-gop-had-a-gun.html
"Eat, Drink, Dance and Be Part of the Play",https://www.nytimes.com/2016/12/29/theater/eat-drink-dance-and-be-part-of-the-play.html
Facebook Shouldn’t Fact-Check,https://www.nytimes.com/2016/11/29/opinion/facebook-shouldnt-fact-check.html
"Russia, Syria, Israel: Your Morning Briefing",https://www.nytimes.com/2016/12/29/briefing/asia-australia-briefing.html
North Carolina G.O.P. Moves to Curb Power of New Democratic Governor,https://www.nytimes.com/2016/12/14/us/politics/north-carolina-governor-roy-cooper-republicans.html
Taking Action to Address Trump Conflicts,https://www.nytimes.com/2016/12/23/opinion/taking-action-to-address-trump-conflicts.html
Shielding Seized Assets From Corruption’s Clutches,https://www.nytimes.com/2016/12/30/business/justice-department-tries-to-shield-repatriations-from-kleptocrats.html
"Changes Coming to White House Press Room: Who, Where, When and How",https://www.nytimes.com/2016/12/25/business/media/trump-white-house-press-coverage.html
"California Today: With New Laws, What Will Change in 2017?",https://www.nytimes.com/2016/12/29/us/california-today-new-laws.html
For Better or Worse: New Books Forecast the Next Technologies,https://www.nytimes.com/2016/12/29/books/review/signals-are-talking-amy-webb-whiplash-jeff-howe-joi-ito.html
The Best Styles Photography of 2016,https://www.nytimes.com/2016/12/29/style/photography-best-of-styles-2016.html
Trump’s Claim of Millions of Illegal Votes? There’s Simply No Evidence,https://www.nytimes.com/2016/11/28/upshot/serious-voter-fraud-um-no.html
French Election Hints at a European Shift Toward Russia,https://www.nytimes.com/2016/11/30/world/europe/fillon-french-election-russia.html
"Election Recount, Fidel Castro: Your Monday Evening Briefing",https://www.nytimes.com/2016/11/28/briefing/election-recount-fidel-castro.html
The Memorable TV Episodes of 2016,https://www.nytimes.com/2016/12/28/arts/television/the-memorable-tv-episodes-of-2016.html
"In Indonesia, an Islamic Edict Seeks to Keep Santa Hats Off Muslims",https://www.nytimes.com/2016/12/23/world/asia/indonesia-fatwa-christmas.html
What’s the Matter With North Carolina?,https://www.nytimes.com/2016/12/19/opinion/whats-the-matter-with-north-carolina.html
Clinton Backers Cry Foul Over What F.B.I. Considers Common Procedure,https://www.nytimes.com/2016/12/21/us/politics/hillary-clinton-email-warrant.html
Why Blue States Are the Real ‘Tea Party’,https://www.nytimes.com/2016/12/03/opinion/sunday/why-blue-states-are-the-real-tea-party.html
Trump’s Economic Cabinet Picks Signal Embrace of Wall St. Elite,https://www.nytimes.com/2016/11/30/business/dealbook/trumps-economic-cabinet-picks-signal-embrace-of-wall-st-elite.html
Bipartisan Letter Seeks Single Inquiry Into Russian Hacking Claims,https://www.nytimes.com/2016/12/18/us/politics/donald-trump-transition.html
Member Charged in Arson of Black Church With ‘Vote Trump’ Scrawled on Side,https://www.nytimes.com/2016/12/21/us/mississippi-church-fire.html
"In John Kerry’s Mideast Speech, a Clash of Policies and Personalities",https://www.nytimes.com/2016/12/28/world/middleeast/kerry-netanyahu-obama-trump-israel.html
Russian Meddling and Europe’s Elections,https://www.nytimes.com/2016/12/19/opinion/russian-meddling-and-europes-elections.html
"Denying Conflict, Trump Family Tries to Resolve Potential Problems",https://www.nytimes.com/2016/12/24/us/politics/trump-family-conflicts.html
What Events Most Shaped America in Your Lifetime? A Pew Survey Tries to Answer,https://www.nytimes.com/2016/12/15/us/pew-study-obama-september-11.html
Election Therapy From My Basket of Deplorables,https://www.nytimes.com/2016/11/26/opinion/sunday/election-therapy-from-my-basket-of-deplorables.html
Hillary Clinton’s Team to Join Wisconsin Recount Pushed by Jill Stein,https://www.nytimes.com/2016/11/26/us/politics/clinton-camp-will-join-push-for-wisconsin-ballot-recount.html
A Contrarian’s View on Inflation Fears,https://www.nytimes.com/2016/12/26/business/dealbook/a-contrarians-view-on-inflation-fears.html
Trump Meets Petraeus as Secretary of State Sweepstakes Heat Up,https://www.nytimes.com/2016/11/28/us/politics/donald-trump-transition.html
A Year When Death Loomed in the Laughter,https://www.nytimes.com/2016/12/28/arts/a-year-when-death-loomed-in-the-laughter.html
Gilded Age Ballroom Installation Coming to Central Park,https://www.nytimes.com/2016/12/21/arts/design/public-art-fund-liz-glynn-central-park-installation.html
1MDB Case Hangs Over Goldman Sachs as Investigators Dig for Answers,https://www.nytimes.com/2016/12/22/business/dealbook/1mdb-goldman-sachs.html
My Chance to Interview Trump Was Nearly Derailed by a Tweet,https://www.nytimes.com/2016/11/23/insider/my-chance-to-interview-trump-was-nearly-derailed-by-a-tweet.html
"Pessimistic, Very Pessimistic: Readers’ Moods Darken After Election",https://www.nytimes.com/2016/11/23/insider/optimistic-pessimistic-neutral-how-do-times-readers-feel-post-election.html
"In Pearl Harbor Visit, a Symbol of Reconciliation in Japan",https://www.nytimes.com/2016/12/24/world/asia/pearl-harbor-japan-shinzo-abe.html
Trump Sealed Carrier Deal With Mix of Threat and Incentive,https://www.nytimes.com/2016/12/01/business/economy/trump-carrier-pence-jobs.html
Presidential Portraits: Staring History in the Face,https://www.nytimes.com/2016/12/29/arts/design/presidential-portraits-staring-history-in-the-face.html
"John Kerry, Russia, Carrie Fisher: Your Wednesday Briefing",https://www.nytimes.com/2016/12/28/briefing/us-briefing-john-kerry-russia-carrie-fisher.html
Audio: Inside the Room With President-Elect Donald Trump,https://www.nytimes.com/2016/11/23/podcasts/audio-donald-trump-new-york-times.html
"Combative, Populist Steve Bannon Found His Man in Donald Trump",https://www.nytimes.com/2016/11/27/us/politics/steve-bannon-white-house.html
"Carrie Fisher, Russia, Shinzo Abe: Your Wednesday Briefing",https://www.nytimes.com/2016/12/28/briefing/europe-briefing.html
"Hong Kong’s Leader, Loyal to a Fault",https://www.nytimes.com/2016/12/18/opinion/hong-kongs-leader-loyal-to-a-fault.html
Times Readers React to the Election,https://www.nytimes.com/video/insider/100000004785924/times-readers-react-to-the-election.html
"U.S. Officials Defend Integrity of Vote, Despite Hacking Fears",https://www.nytimes.com/2016/11/25/us/politics/hacking-russia-election-fears-barack-obama-donald-trump.html
Which Trump Will the World See?,https://www.nytimes.com/2016/12/20/opinion/which-trump-will-the-world-see.html
Choosing the New York Times Pictures of the Year,https://lens.blogs.nytimes.com/2016/12/22/choosing-the-new-york-times-pictures-of-the-year/
"Trump Claims, With No Evidence, That ‘Millions of People’ Voted Illegally",https://www.nytimes.com/2016/11/27/us/politics/trump-adviser-steps-up-searing-attack-on-romney.html
Japanese Leader Offers Condolences in Visit to Pearl Harbor,https://www.nytimes.com/2016/12/27/us/politics/pearl-harbor-abe-obama-visit.html
Does Empathy Guide or Hinder Moral Action?,https://www.nytimes.com/roomfordebate/2016/12/29/does-empathy-guide-or-hinder-moral-action
"At Donald Trump’s Properties, a Showcase for a Brand and a President-Elect",https://www.nytimes.com/2016/11/22/us/politics/trump-tower.html
Invoking Radicals of America’s Recent Past in a Politically Fraught Present,https://www.nytimes.com/2016/11/27/nyregion/invoking-radicals-of-americas-recent-past-in-a-politically-fraught-present.html
"Watching Postelection, So Much Feels Different",https://www.nytimes.com/2016/11/22/theater/hamilton-theater-art-through-the-prism-of-changing-times.html
A Tangerine Wig and a Tightrope Walk: Alec Baldwin as Donald J. Trump,https://www.nytimes.com/2016/12/20/arts/television/a-tangerine-wig-and-a-tightrope-walk-alec-baldwin-as-donald-j-trump.html
"United Nations, Donald Trump, Shinzo Abe: Your Morning Briefing",https://www.nytimes.com/2016/12/27/briefing/asia-australia-briefing.html
China Deploys Aircraft Carrier to Disputed South China Sea,https://www.nytimes.com/2016/12/27/world/asia/south-china-sea-trump.html
"Inside the Trump Organization, the Company That Has Run Trump’s Big World",https://www.nytimes.com/2016/12/25/us/politics/trump-organization-business.html
"In Kansas, Where Republicans and Fiscal Woes Reign, Democrats Made Inroads",https://www.nytimes.com/2016/12/21/us/politics/kansas-republicans-democrats-elections.html
Businesses Near Trump Tower Say Security Is Stealing Their Christmas,https://www.nytimes.com/2016/12/23/nyregion/trump-tower-manhattan-fifth-avenue-shopping.html
Tillerson Led Exxon’s Shift on Climate Change; Some Say ‘It Was All P.R.’,https://www.nytimes.com/2016/12/28/business/energy-environment/rex-tillerson-secretary-of-state-exxon.html
Trump Organization Moves to Avoid Possible Conflicts of Interest,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html
Trump Foundation May Have Used Money to Benefit One of Its Own,https://www.nytimes.com/2016/11/22/us/politics/donald-trump-foundation.html
The Humiliations of Life After Congress,https://www.nytimes.com/2016/12/16/opinion/the-humiliations-of-life-after-congress.html
Election Facts to Keep Handy for Holiday Discussions,https://www.nytimes.com/2016/11/23/upshot/election-facts-to-keep-handy-for-thanksgiving-dinner-discussion.html
Berlin Attack Poses Toughest Test in Merkel’s 11 Years in Power,https://www.nytimes.com/2016/12/21/world/europe/berlin-attack-angela-merkel.html
Finding Inspiration for Art in the Betrayal of Privacy,https://www.nytimes.com/2016/12/27/magazine/finding-inspiration-for-art-in-the-betrayal-of-privacy.html
How Facebook’s Fact-Checking Partnership Will Work,https://www.nytimes.com/2016/12/15/technology/facebook-fact-checking-fake-news.html
The Cold War Isn’t Back. So Don’t Think Like It Is.,https://www.nytimes.com/2016/12/21/opinion/the-cold-war-isnt-back-so-dont-think-like-it-is.html
Donald Trump’s Lies About the Popular Vote,https://www.nytimes.com/2016/11/28/opinion/donald-trumps-lies-about-the-popular-vote.html
A Defiant Israel Vows to Expand Its Settlements,https://www.nytimes.com/2016/12/26/world/middleeast/israel-settlements-un-security-council-benjamin-netanyahu-obama.html
Why I Left White Nationalism,https://www.nytimes.com/2016/11/26/opinion/sunday/why-i-left-white-nationalism.html
Facebook’s Problem Isn’t Fake News — It’s the Rest of the Internet,https://www.nytimes.com/2016/12/22/magazine/facebooks-problem-isnt-fake-news-its-the-rest-of-the-internet.html
Donald Trump on Campus,https://www.nytimes.com/2016/12/17/opinion/sunday/donald-trump-on-campus.html
North Carolina Limits on Transgender Rights Appear Headed for Repeal,https://www.nytimes.com/2016/12/19/us/north-carolina-limits-on-transgender-rights-may-be-headed-for-repeal.html
U.S. Transition Puts Israeli Focus Back on Palestinians,https://www.nytimes.com/2016/12/24/world/middleeast/trump-may-complicate-israeli-diplomacy.html
China’s ‘Godfather of Real Estate’ Pitches Reverse Mortgages to Skeptical Elders,https://www.nytimes.com/2016/12/26/business/reverse-mortgages-chinese-real-estate.html
Hospitals in Safety Net Brace for Health Care Law’s Repeal,https://www.nytimes.com/2016/12/28/health/hospitals-medicaid-obamacare-trump.html
"Access to Donald Trump, for $500,000: Pitfalls for Presidents’ Families",https://www.nytimes.com/2016/12/20/us/politics/donald-trump-family-charity-opening-day-foundation.html
Stalin’s Lengthening Shadow,https://www.nytimes.com/2016/12/23/opinion/stalins-lengthening-shadow.html
Proud to Be a Sanctuary City,https://www.nytimes.com/2016/12/18/opinion/proud-to-be-a-sanctuary-city.html
Advertising’s Moral Struggle: Is Online Reach Worth the Hurt?,https://www.nytimes.com/2016/12/26/business/media/advertising-online-ads-fake-news-google.html
"The C.I.A., Just Another Liberal Enemy",https://www.nytimes.com/2016/12/19/opinion/the-cia-just-another-liberal-enemy.html
"Trump Signs, Trees and Accusations That a New York Agency Is Biased",https://www.nytimes.com/2016/11/24/nyregion/how-trump-signs-led-to-a-tangle-over-city-trees.html
"‘It’s So Sad,’ Donald Trump Says of Syria, Promising ‘Safe Zones’",https://www.nytimes.com/2016/12/15/us/politics/syria-safe-zones-donald-trump.html
Mayor Shakes Up Media Operation Again,https://www.nytimes.com/2016/12/16/nyregion/mayor-shakes-up-media-operation-again.html
Could ‘Repeal and Delay’ of Obamacare Affect the Birthrate?,https://www.nytimes.com/2016/12/26/upshot/could-repeal-and-delay-of-obamacare-affect-the-birth-rate.html
Houses of Worship Poised to Serve as Trump-Era Immigrant Sanctuaries,https://www.nytimes.com/2016/12/27/us/houses-of-worship-poised-to-serve-as-trump-era-immigrant-sanctuaries.html
When Having Insurance Still Leaves You Dangerously Uncovered,https://www.nytimes.com/2016/11/28/upshot/when-having-insurance-still-leaves-you-dangerously-uncovered.html
Petrified Unity in Terror-Struck Berlin,https://www.nytimes.com/2016/12/23/opinion/petrified-unity-in-terror-struck-berlin.html
Fake News and the Internet Shell Game,https://www.nytimes.com/2016/11/28/opinion/fake-news-and-the-internet-shell-game.html
Trump Pressures Obama Over U.N. Resolution on Israeli Settlements,https://www.nytimes.com/2016/12/22/world/middleeast/donald-trump-united-nations-israel-settlements.html
Who Benefits From Market Speed Bumps? The Exchanges,https://www.nytimes.com/2016/12/23/business/dealbook/who-benefits-from-market-speed-bumps-the-exchanges.html
Resistance and Activism Against Donald Trump,https://www.nytimes.com/2016/12/16/opinion/resistance-and-activism-against-donald-trump.html
A Spotlight on Torture at Guantánamo,https://www.nytimes.com/2016/11/21/opinion/a-spotlight-on-torture-at-guantanamo.html
Los Angeles Drivers on the 405 Ask: Was $1.6 Billion Worth It?,https://www.nytimes.com/2016/12/20/us/los-angeles-drivers-on-the-405-ask-was-1-6-billion-worth-it.html
Deutsche Bank Flew and Fell. Some Paid a High Price.,https://www.nytimes.com/2016/12/30/business/dealbook/deutsche-bank-flew-and-fell-some-paid-a-high-price.html
"Cities Vow to Fight Trump on Immigration, Even if They Lose Millions",https://www.nytimes.com/2016/11/27/us/cities-vow-to-fight-trump-on-immigration-even-if-they-lose-millions.html
"In Russia, It’s Not the Economy, Stupid",https://www.nytimes.com/2016/12/25/opinion/in-russia-its-not-the-economy-stupid.html
"10 Engaging Proposals, From the Rooftop to the Subway",https://www.nytimes.com/2016/12/28/fashion/weddings/engaging-proposals-from-the-rooftop-to-the-subway.html
Fostering Civility in a Time of Disrespect,https://www.nytimes.com/2016/12/23/business/dealbook/fostering-civility-in-a-time-of-disrespect.html
Israel Wonders How Long Netanyahu Can Back Settlements and Two-State Solution,https://www.nytimes.com/2016/12/25/world/middleeast/netanyahu-accuses-obama-of-orchestrating-un-resolution.html
Trump Suggests Berlin Attack Affirms His Plan to Bar Muslims,https://www.nytimes.com/2016/12/21/us/politics/donald-trump-syria-policy.html
Obama Confronts Complexity of Using a Mighty Cyberarsenal Against Russia,https://www.nytimes.com/2016/12/17/us/politics/obama-putin-russia-hacking-us-elections.html
 Enough Conflicts to Fill the White House,https://www.nytimes.com/2016/12/16/opinion/enough-conflicts-to-fill-the-white-house.html
"Louis Harris, Pollster at Forefront of American Trends, Dies at 95",https://www.nytimes.com/2016/12/19/us/louis-harris-pollster-at-forefront-of-american-trends-dies-at-95.html
Deutsche Bank to Settle Mortgage Inquiry for $7.2 Billion,https://www.nytimes.com/2016/12/22/business/dealbook/deutsche-bank-mortgage-securities-justice-department-homeowners.html
Reality TV Populism,https://krugman.blogs.nytimes.com/2016/12/19/reality-tv-populism/
Hanukkah Event at a Trump Hotel Highlights a Rift Among Jews,https://www.nytimes.com/2016/12/15/us/jewish-groups-protest-hanukkah-party-at-trump-hotel.html
2 Convicted in New Jersey Bridge Scandal Seek New Trial,https://www.nytimes.com/2016/12/20/nyregion/2-convicted-in-new-jersey-bridge-scandal-seek-new-trial.html
"Trump Tower, the Center of the Political Universe",https://www.nytimes.com/interactive/2016/11/23/us/politics/trump-tower.html
Airbus Will Sell 100 Planes to Iran After Similar Boeing Deal,https://www.nytimes.com/2016/12/22/world/middleeast/iran-airbus-boeing-deal.html
U.S. Blacklists 15 Russian Entities Linked to Ukraine and Crimea,https://www.nytimes.com/2016/12/20/world/europe/us-blacklists-15-russian-entities-linked-to-ukraine-and-crimea.html
"A Cruel Test for Germany, and Europe",https://www.nytimes.com/2016/12/20/opinion/a-cruel-test-for-germany-and-for-europe.html
How Peace Between Afghanistan and the Taliban Foundered,https://www.nytimes.com/2016/12/26/world/asia/afghanistan-taliban-peace-talks.html
"Donald Trump, This Is Not Normal!",https://www.nytimes.com/2016/12/19/opinion/donald-trump-this-is-not-normal.html
Russia Turns Over American Cybertheft Suspect to the U.S.,https://www.nytimes.com/2016/12/15/world/russia-turns-over-cybertheft-suspect-joshua-samuel-aaron-to-the-us.html
U.S. Star Alex Morgan Heading to France to ‘Push My Game’,https://www.nytimes.com/2016/12/20/sports/soccer/us-star-alex-morgan-heading-to-france-to-push-my-game.html
"On College Campuses, Does ‘Liberal’ Mean ‘Illiberal’?",https://www.nytimes.com/2016/12/19/opinion/on-college-campuses-does-liberal-mean-illiberal.html
Alec Baldwin Returns to ‘S.N.L.’ as President-Elect Trump,https://www.nytimes.com/2016/11/21/arts/alec-baldwin-returns-to-snl-as-president-elect-trump.html
"Intent on Unsettling E.U., Russia Taps Foot Soldiers From the Fringe",https://www.nytimes.com/2016/12/24/world/europe/intent-on-unsettling-eu-russia-taps-foot-soldiers-from-the-fringe.html
Governor of Jakarta Issues Tearful Denial as Blasphemy Trial Opens in Indonesia,https://www.nytimes.com/2016/12/13/world/asia/jakarta-ahok-basuki-indonesia-blasphemy.html
Donald Trump’s New York Times Interview: Full Transcript,https://www.nytimes.com/2016/11/23/us/politics/trump-new-york-times-interview-transcript.html
How Egyptian ‘Democracy’ Really Works,https://www.nytimes.com/2016/12/21/opinion/how-egyptian-democracy-really-works.html
An Anti-Semitic ‘Troll Storm’ in Montana,https://www.nytimes.com/2016/12/20/opinion/an-anti-semitic-troll-storm-in-montana.html
"A Small African Nation Severs Ties with Taiwan, and Beijing Applauds",https://www.nytimes.com/2016/12/22/world/asia/china-taiwan-sao-tome-principe.html
South Korean Court Begins Hearings on Park Geun-hye’s Impeachment,https://www.nytimes.com/2016/12/22/world/asia/south-korea-president-park-impeachment.html
"Aleppo, China, Zsa Zsa Gabor: Your Monday Briefing",https://www.nytimes.com/2016/12/18/briefing/europe-briefing.html
What Unions Got Wrong About Trump,https://www.nytimes.com/2016/11/26/opinion/sunday/what-unions-got-wrong-about-trump.html
Gun Owners ‘Can Breathe Again’: Trump’s Win Emboldens Advocates,https://www.nytimes.com/2016/11/22/us/gun-supporters-trump.html
Out of Sorts Around the Holidays? It Could Be Family Jet Lag,https://www.nytimes.com/2016/12/22/well/family/out-of-sorts-around-the-holidays-it-could-be-family-jet-lag.html
The Soldier Donald Trump Called a Traitor,https://www.nytimes.com/2016/11/26/opinion/sunday/the-soldier-donald-trump-called-a-traitor.html
The Pretend Populism of Donald Trump,https://www.nytimes.com/2016/11/26/opinion/sunday/the-pretend-populism-of-donald-trump.html
"Prosecutors Drop Inquiry Into Charles Hynes, Former Brooklyn District Attorney",https://www.nytimes.com/2016/12/16/nyregion/prosecutors-drop-inquiry-into-charles-hynes-former-brooklyn-district-attorney.html
